id:ID,label,file_type,category,source_file,labels:LABEL
paper_0237_general_interactive_augmented_reality_enabled_outdoor_scene_visualiz,Interactive Augmented Reality-enabled Outdoor Scene Visualiz,document,General,0237_[General]_Interactive Augmented Reality-enabled Outdoor Scene Visualiz.md,Entity;Document;General
paper_0238_general_m_gaussian_an_magnetic_gaussian_framework_for_efficient_mul,M-Gaussian An Magnetic Gaussian Framework for Efficient Mul,document,General,0238_[General]_M-Gaussian An Magnetic Gaussian Framework for Efficient Mul.md,Entity;Document;General
paper_0239_general_monocular_endoscopic_tissue_3d_reconstruction_with_multi_lev,Monocular Endoscopic Tissue 3D Reconstruction with Multi-Lev,document,General,0239_[General]_Monocular Endoscopic Tissue 3D Reconstruction with Multi-Lev.md,Entity;Document;General
paper_0240_general_wildghand_learning_anti_perturbation_gaussian_hand_avatars,WildGHand Learning Anti-Perturbation Gaussian Hand Avatars,document,General,0240_[General]_WildGHand Learning Anti-Perturbation Gaussian Hand Avatars.md,Entity;Document;General
paper_0241_general_aesthetic_camera_viewpoint_suggestion_with_3d_aesthetic_fiel,Aesthetic Camera Viewpoint Suggestion with 3D Aesthetic Fiel,document,General,0241_[General]_Aesthetic Camera Viewpoint Suggestion with 3D Aesthetic Fiel.md,Entity;Document;General
paper_0242_general_large_scale_photorealistic_outdoor_3d_scene_reconstruction_f,Large-scale Photorealistic Outdoor 3D Scene Reconstruction f,document,General,0242_[General]_Large-scale Photorealistic Outdoor 3D Scene Reconstruction f.md,Entity;Document;General
paper_0243_general_defensesplat_enhancing_the_robustness_of_3d_gaussian_splatt,DefenseSplat Enhancing the Robustness of 3D Gaussian Splatt,document,General,0243_[General]_DefenseSplat Enhancing the Robustness of 3D Gaussian Splatt.md,Entity;Document;General
paper_0244_general_spatial_temporal_state_propagation_autoregressive_model_for,Spatial-Temporal State Propagation Autoregressive Model for,document,General,0244_[General]_Spatial-Temporal State Propagation Autoregressive Model for.md,Entity;Document;General
paper_0245_general_unifying_color_and_lightness_correction_with_view_adaptive_c,Unifying Color and Lightness Correction with View-Adaptive C,document,General,0245_[General]_Unifying Color and Lightness Correction with View-Adaptive C.md,Entity;Document;General
paper_0246_general_4d_monocular_surgical_reconstruction_under_arbitrary_camera,4D Monocular Surgical Reconstruction under Arbitrary Camera,document,General,0246_[General]_4D Monocular Surgical Reconstruction under Arbitrary Camera.md,Entity;Document;General
paper_0247_general_3d_scene_rendering_with_multimodal_gaussian_splatting,3D Scene Rendering with Multimodal Gaussian Splatting,document,General,0247_[General]_3D Scene Rendering with Multimodal Gaussian Splatting.md,Entity;Document;General
paper_0248_general_i_physgaussian_implicit_physical_simulation_for_3d_gaussian,i-PhysGaussian Implicit Physical Simulation for 3D Gaussian,document,General,0248_[General]_i-PhysGaussian Implicit Physical Simulation for 3D Gaussian.md,Entity;Document;General
paper_0249_general_semantic_guided_3d_gaussian_splatting_for_transient_object_r,Semantic-Guided 3D Gaussian Splatting for Transient Object R,document,General,0249_[General]_Semantic-Guided 3D Gaussian Splatting for Transient Object R.md,Entity;Document;General
paper_0250_general_dav_gswt_diffusion_active_view_sampling_for_data_efficient,DAV-GSWT Diffusion-Active-View Sampling for Data-Efficient,document,General,0250_[General]_DAV-GSWT Diffusion-Active-View Sampling for Data-Efficient.md,Entity;Document;General
paper_0251_general_time_archival_camera_virtualization_for_sports_and_visual_pe,Time-Archival Camera Virtualization for Sports and Visual Pe,document,General,0251_[General]_Time-Archival Camera Virtualization for Sports and Visual Pe.md,Entity;Document;General
paper_0252_general_wrivinder_towards_spatial_intelligence_for_geo_locating_gro,Wrivinder Towards Spatial Intelligence for Geo-locating Gro,document,General,0252_[General]_Wrivinder Towards Spatial Intelligence for Geo-locating Gro.md,Entity;Document;General
paper_0253_general_learnable_multi_level_discrete_wavelet_transforms_for_3d_gau,Learnable Multi-level Discrete Wavelet Transforms for 3D Gau,document,General,0253_[General]_Learnable Multi-level Discrete Wavelet Transforms for 3D Gau.md,Entity;Document;General
paper_0254_general_gaussian_sequences_with_multi_scale_dynamics_for_4d_reconstr,Gaussian Sequences with Multi-Scale Dynamics for 4D Reconstr,document,General,0254_[General]_Gaussian Sequences with Multi-Scale Dynamics for 4D Reconstr.md,Entity;Document;General
paper_0255_general_joint_orientation_and_weight_optimization_for_robust_waterti,Joint Orientation and Weight Optimization for Robust Waterti,document,General,0255_[General]_Joint Orientation and Weight Optimization for Robust Waterti.md,Entity;Document;General
paper_0256_general_nighttime_autonomous_driving_scene_reconstruction_with_physi,Nighttime Autonomous Driving Scene Reconstruction with Physi,document,General,0256_[General]_Nighttime Autonomous Driving Scene Reconstruction with Physi.md,Entity;Document;General
paper_0257_general_flowhoi_flow_based_semantics_grounded_generation_of_hand_ob,FlowHOI Flow-based Semantics-Grounded Generation of Hand-Ob,document,General,0257_[General]_FlowHOI Flow-based Semantics-Grounded Generation of Hand-Ob.md,Entity;Document;General
paper_0258_general_gsm_gs_geometry_constrained_single_and_multi_view_gaussian,GSM-GS Geometry-Constrained Single and Multi-view Gaussian,document,General,0258_[General]_GSM-GS Geometry-Constrained Single and Multi-view Gaussian.md,Entity;Document;General
paper_0259_general_latentam_real_time_large_scale_latent_gaussian_attention_m,"LatentAM Real-Time, Large-Scale Latent Gaussian Attention M",document,General,"0259_[General]_LatentAM Real-Time, Large-Scale Latent Gaussian Attention M.md",Entity;Document;General
paper_0260_general_omega_avatar_one_shot_modeling_of_360_gaussian_avatars,OMEGA-Avatar One-shot Modeling of 360掳 Gaussian Avatars,document,General,0260_[General]_OMEGA-Avatar One-shot Modeling of 360掳 Gaussian Avatars.md,Entity;Document;General
paper_0261_general_gr_diffusion_3d_gaussian_representation_meets_diffusion_in,GR-Diffusion 3D Gaussian Representation Meets Diffusion in,document,General,0261_[General]_GR-Diffusion 3D Gaussian Representation Meets Diffusion in.md,Entity;Document;General
paper_0262_general_variation_aware_flexible_3d_gaussian_editing,Variation-aware Flexible 3D Gaussian Editing,document,General,0262_[General]_Variation-aware Flexible 3D Gaussian Editing.md,Entity;Document;General
paper_0263_general_ready_go_real_to_sim_dynamic_3d_gaussian_splatting_simulati,ReaDy-Go Real-to-Sim Dynamic 3D Gaussian Splatting Simulati,document,General,0263_[General]_ReaDy-Go Real-to-Sim Dynamic 3D Gaussian Splatting Simulati.md,Entity;Document;General
paper_0264_general_ergo_excess_risk_guided_optimization_for_high_fidelity_mono,ERGO Excess-Risk-Guided Optimization for High-Fidelity Mono,document,General,0264_[General]_ERGO Excess-Risk-Guided Optimization for High-Fidelity Mono.md,Entity;Document;General
paper_0265_general_xsplain_xai_enabling_splat_based_prototype_learning_for_att,XSPLAIN XAI-enabling Splat-based Prototype Learning for Att,document,General,0265_[General]_XSPLAIN XAI-enabling Splat-based Prototype Learning for Att.md,Entity;Document;General
paper_0266_general_artisangs_interactive_tools_for_gaussian_splat_selection_wi,ArtisanGS Interactive Tools for Gaussian Splat Selection wi,document,General,0266_[General]_ArtisanGS Interactive Tools for Gaussian Splat Selection wi.md,Entity;Document;General
paper_0267_general_compsplat_compression_aware_3d_gaussian_splatting_for_real,CompSplat Compression-aware 3D Gaussian Splatting for Real-,document,General,0267_[General]_CompSplat Compression-aware 3D Gaussian Splatting for Real-.md,Entity;Document;General
paper_0268_general_toward_fine_grained_facial_control_in_3d_talking_head_genera,Toward Fine-Grained Facial Control in 3D Talking Head Genera,document,General,0268_[General]_Toward Fine-Grained Facial Control in 3D Talking Head Genera.md,Entity;Document;General
paper_0269_general_grow_with_the_flow_4d_reconstruction_of_growing_plants_with,Grow with the Flow 4D Reconstruction of Growing Plants with,document,General,0269_[General]_Grow with the Flow 4D Reconstruction of Growing Plants with.md,Entity;Document;General
paper_0270_general_analysis_of_converged_3d_gaussian_splatting_solutions_densi,Analysis of Converged 3D Gaussian Splatting Solutions Densi,document,General,0270_[General]_Analysis of Converged 3D Gaussian Splatting Solutions Densi.md,Entity;Document;General
paper_0271_general_flag_4d_flow_guided_local_global_dual_deformation_model_for,FLAG-4D Flow-Guided Local-Global Dual-Deformation Model for,document,General,0271_[General]_FLAG-4D Flow-Guided Local-Global Dual-Deformation Model for.md,Entity;Document;General
paper_0272_general_scalable_adaptation_of_3d_geometric_foundation_models_via_we,Scalable Adaptation of 3D Geometric Foundation Models via We,document,General,0272_[General]_Scalable Adaptation of 3D Geometric Foundation Models via We.md,Entity;Document;General
paper_0273_general_dynfoa_generating_first_order_ambisonics_with_conditional_d,DynFOA Generating First-Order Ambisonics with Conditional D,document,General,0273_[General]_DynFOA Generating First-Order Ambisonics with Conditional D.md,Entity;Document;General
paper_0274_general_gaussianpop_principled_simplification_framework_for_compact,GaussianPOP Principled Simplification Framework for Compact,document,General,0274_[General]_GaussianPOP Principled Simplification Framework for Compact.md,Entity;Document;General
paper_0275_general_zero_shot_uav_navigation_in_forests_via_relightable_3d_gauss,Zero-Shot UAV Navigation in Forests via Relightable 3D Gauss,document,General,0275_[General]_Zero-Shot UAV Navigation in Forests via Relightable 3D Gauss.md,Entity;Document;General
paper_0276_general_tfusionocc_student_s_t_distribution_based_object_centric_mu,TFusionOcc Student's t-Distribution Based Object-Centric Mu,document,General,0276_[General]_TFusionOcc Student's t-Distribution Based Object-Centric Mu.md,Entity;Document;General
paper_0277_general_uncertainty_aware_4d_gaussian_splatting_for_monocular_occlud,Uncertainty-Aware 4D Gaussian Splatting for Monocular Occlud,document,General,0277_[General]_Uncertainty-Aware 4D Gaussian Splatting for Monocular Occlud.md,Entity;Document;General
paper_0278_general_pseudo_view_enhancement_via_confidence_fusion_for_unposed_sp,Pseudo-View Enhancement via Confidence Fusion for Unposed Sp,document,General,0278_[General]_Pseudo-View Enhancement via Confidence Fusion for Unposed Sp.md,Entity;Document;General
paper_0279_general_three_dimensional_damage_visualization_of_civil_structures_v,Three-dimensional Damage Visualization of Civil Structures v,document,General,0279_[General]_Three-dimensional Damage Visualization of Civil Structures v.md,Entity;Document;General
paper_0280_general_unified_sensor_simulation_for_autonomous_driving,Unified Sensor Simulation for Autonomous Driving,document,General,0280_[General]_Unified Sensor Simulation for Autonomous Driving.md,Entity;Document;General
paper_0281_general_quantumgs_quantum_encoding_framework_for_gaussian_splatting,QuantumGS Quantum Encoding Framework for Gaussian Splatting,document,General,0281_[General]_QuantumGS Quantum Encoding Framework for Gaussian Splatting.md,Entity;Document;General
paper_0282_general_nix_and_fix_targeting_1000x_compression_of_3d_gaussian_spla,Nix and Fix Targeting 1000x Compression of 3D Gaussian Spla,document,General,0282_[General]_Nix and Fix Targeting 1000x Compression of 3D Gaussian Spla.md,Entity;Document;General
paper_0283_general_vecset_edit_unleashing_pre_trained_lrm_for_mesh_editing_fro,VecSet-Edit Unleashing Pre-trained LRM for Mesh Editing fro,document,General,0283_[General]_VecSet-Edit Unleashing Pre-trained LRM for Mesh Editing fro.md,Entity;Document;General
paper_0284_general_jointgs_joint_optimization_of_cameras_bodies_and_3d_gaussi,"JOintGS Joint Optimization of Cameras, Bodies and 3D Gaussi",document,General,"0284_[General]_JOintGS Joint Optimization of Cameras, Bodies and 3D Gaussi.md",Entity;Document;General
paper_0285_general_anystyle_single_pass_multimodal_stylization_for_3d_gaussian,AnyStyle Single-Pass Multimodal Stylization for 3D Gaussian,document,General,0285_[General]_AnyStyle Single-Pass Multimodal Stylization for 3D Gaussian.md,Entity;Document;General
paper_0286_general_constrained_dynamic_gaussian_splatting,Constrained Dynamic Gaussian Splatting,document,General,0286_[General]_Constrained Dynamic Gaussian Splatting.md,Entity;Document;General
paper_0287_general_pi_gs_sparse_view_gaussian_splatting_with_dense_3_initial,Pi-GS Sparse-View Gaussian Splatting with Dense 蟺^3 Initial,document,General,0287_[General]_Pi-GS Sparse-View Gaussian Splatting with Dense 蟺^3 Initial.md,Entity;Document;General
paper_0288_general_sharptimegs_sharp_and_stable_dynamic_gaussian_splatting_via,SharpTimeGS Sharp and Stable Dynamic Gaussian Splatting via,document,General,0288_[General]_SharpTimeGS Sharp and Stable Dynamic Gaussian Splatting via.md,Entity;Document;General
paper_0289_general_soma_a_real_to_sim_neural_simulator_for_robotic_soft_body_m,SoMA A Real-to-Sim Neural Simulator for Robotic Soft-body M,document,General,0289_[General]_SoMA A Real-to-Sim Neural Simulator for Robotic Soft-body M.md,Entity;Document;General
paper_0290_general_intellectual_property_protection_for_3d_gaussian_splatting_a,Intellectual Property Protection for 3D Gaussian Splatting A,document,General,0290_[General]_Intellectual Property Protection for 3D Gaussian Splatting A.md,Entity;Document;General
paper_0291_general_fastphysgs_accelerating_physics_based_dynamic_3dgs_simulati,FastPhysGS Accelerating Physics-based Dynamic 3DGS Simulati,document,General,0291_[General]_FastPhysGS Accelerating Physics-based Dynamic 3DGS Simulati.md,Entity;Document;General
paper_0292_general_position_3d_gaussian_splatting_watermarking_should_be_scena,Position 3D Gaussian Splatting Watermarking Should Be Scena,document,General,0292_[General]_Position 3D Gaussian Splatting Watermarking Should Be Scena.md,Entity;Document;General
paper_0293_general_split_splat_zero_shot_panoptic_segmentation_via_explicit_in,Split&Splat Zero-Shot Panoptic Segmentation via Explicit In,document,General,0293_[General]_Split&Splat Zero-Shot Panoptic Segmentation via Explicit In.md,Entity;Document;General
paper_0294_general_radioactive_3d_gaussian_ray_tracing_for_tomographic_reconstr,Radioactive 3D Gaussian Ray Tracing for Tomographic Reconstr,document,General,0294_[General]_Radioactive 3D Gaussian Ray Tracing for Tomographic Reconstr.md,Entity;Document;General
paper_0295_general_hpc_hierarchical_point_based_latent_representation_for_stre,HPC Hierarchical Point-based Latent Representation for Stre,document,General,0295_[General]_HPC Hierarchical Point-based Latent Representation for Stre.md,Entity;Document;General
paper_0296_general_psgs_text_driven_panorama_sliding_scene_generation_via_gaus,PSGS Text-driven Panorama Sliding Scene Generation via Gaus,document,General,0296_[General]_PSGS Text-driven Panorama Sliding Scene Generation via Gaus.md,Entity;Document;General
paper_0297_general_3dgs_2_tr_scalable_second_order_trust_region_method_for_3,3DGS$^2$-TR Scalable Second-Order Trust-Region Method for 3,document,General,0297_[General]_3DGS$^2$-TR Scalable Second-Order Trust-Region Method for 3.md,Entity;Document;General
paper_0298_general_eag_pt_emission_aware_gaussians_and_path_tracing_for_indoor,EAG-PT Emission-Aware Gaussians and Path Tracing for Indoor,document,General,0298_[General]_EAG-PT Emission-Aware Gaussians and Path Tracing for Indoor.md,Entity;Document;General
paper_0299_general_self_supervised_slice_to_volume_reconstruction_with_gaussian,Self-Supervised Slice-to-Volume Reconstruction with Gaussian,document,General,0299_[General]_Self-Supervised Slice-to-Volume Reconstruction with Gaussian.md,Entity;Document;General
paper_0300_general_freefix_boosting_3d_gaussian_splatting_via_fine_tuning_free,FreeFix Boosting 3D Gaussian Splatting via Fine-Tuning-Free,document,General,0300_[General]_FreeFix Boosting 3D Gaussian Splatting via Fine-Tuning-Free.md,Entity;Document;General
paper_0301_general_gvgs_gaussian_visibility_aware_multi_view_geometry_for_accu,GVGS Gaussian Visibility-Aware Multi-View Geometry for Accu,document,General,0301_[General]_GVGS Gaussian Visibility-Aware Multi-View Geometry for Accu.md,Entity;Document;General
